Chr01	13058239
Chr01	13058242
Chr01	13058468
Chr01	13058736
Chr01	13059542
Chr01	17890591
Chr01	17958026
Chr01	18474977
Chr01	18559585
Chr01	18712955
Chr01	20053236
Chr01	20263501
Chr01	20330564
Chr04	8744741
Chr04	8754853
Chr04	12977803
Chr04	12977809
Chr05	3247100
Chr05	6063520
Chr05	7132881
Chr05	18347865
Chr05	18347888
Chr05	18347905
Chr05	18348001
Chr05	18348002
Chr05	22789338
Chr07	8856035
Chr07	8856351
Chr07	8859005
Chr07	8859184
Chr07	8859351
Chr07	8859390
Chr07	8859392
Chr07	8859481
Chr07	8859483
Chr07	8859904
Chr07	8860143
Chr07	8860452
Chr07	8860462
Chr07	8860488
Chr07	8860539
Chr07	8860598
Chr07	8860644
Chr08	4695330
Chr08	8745241
Chr09	11172179
Chr09	13580701
Chr09	13581160
Chr09	13581642
Chr09	15275284
Chr09	21165624
Chr09	21169435
Chr09	21170811
Chr10	12139515
Chr10	24288289
Chr11	1369965
Chr11	5604079
Chr11	7481507
Chr11	8436715
Chr12	1588938
Chr12	1626967
Chr12	5078181
Chr12	5081538
Chr13	11627764
Chr14	81325
Chr14	3105625
Chr14	3628503
Chr14	3628855
Chr14	13072763
Chr14	17860371
Chr15	2295418
Chr15	9227397
Chr15	9229386
Chr18	7306153
Chr18	11735387
Chr18	11741032
Chr18	11742250
Chr18	11745164
Chr18	11748922
Chr18	11749218
Chr18	11749241
Chr18	11749385
Chr18	11773048
Chr18	11775562
Chr18	11776315
Chr18	11854862
Chr18	11886691
Chr18	11913219
Chr18	11922353
Chr18	11949205
Chr18	11950089
Chr18	11950965
Chr18	11953368
Chr18	11953624
Chr18	12142761
Chr18	12203334
Chr18	12465201
Chr18	12465211
Chr18	12587285
Chr18	12703877
Chr18	12723702
Chr18	12820004
Chr18	12820014
Chr18	12820072
Chr18	15161272
Chr18	15268659
Chr18	15489005
Chr18	15763175
Chr18	15892532
Chr18	15897853
Chr18	15898052
Chr18	15930412
Chr18	15930992
Chr18	15971354
Chr18	15972781
Chr18	15985185
Chr18	15985290
Chr18	18115781
Chr18	23568850
Chr18	23644429
Chr18	23934987
Chr18	23935699
Chr18	23966503
Chr18	23988714
Chr18	24011826
Chr18	24011828
Chr18	24015521
Chr18	24021963
Chr18	24022070
Chr18	24022080
Chr18	24064330
Chr18	24093443
Chr18	24219158
Chr18	24266666
Chr18	24268643
Chr18	24274871
Chr18	24276023
Chr18	24277450
Chr18	24278614
Chr18	24280188
Chr18	24281205
Chr18	24281599
Chr18	24281877
Chr18	24281908
Chr18	24282037
Chr18	24282077
Chr18	24282276
Chr18	24282346
Chr18	24282347
Chr18	24282572
Chr18	24282591
Chr18	24282731
Chr18	24282733
Chr18	24283281
Chr18	24289472
Chr18	24290621
Chr18	24290719
Chr18	24290897
Chr18	24290938
Chr18	24291169
Chr18	24300486
Chr18	24300717
Chr18	24300728
Chr18	24300808
Chr18	24300815
Chr18	24301025
Chr18	24301581
Chr18	24301639
Chr18	24319060
Chr18	24319064
Chr18	24319196
Chr18	24319214
Chr18	24319344
Chr18	24319345
Chr18	24321127
Chr18	24329899
Chr18	24329901
Chr18	24331551
Chr18	24331560
Chr18	24333108
Chr18	24333212
Chr18	24339997
Chr18	24340112
Chr18	24340389
Chr18	24341236
Chr18	24341416
Chr18	24347345
Chr18	24349903
Chr18	24352030
Chr18	24353851
Chr18	24421094
Chr18	24442764
Chr18	24448677
Chr18	24448692
Chr18	24456706
Chr18	24509454
Chr18	24523978
Chr18	24556078
Chr18	24556089
Chr18	24663266
Chr18	24782855
Chr18	24865196
Chr18	24907905
Chr18	24942453
Chr18	24959907
Chr18	24965618
Chr18	24993534
Chr18	24995120
Chr18	24995542
Chr18	25004265
Chr18	25004401
Chr18	25007828
Chr18	25032258
Chr18	25083408
Chr18	25127185
Chr18	25226008
Chr18	25592820
Chr18	25695889
Chr18	25804997
Chr18	25819738
Chr18	25939016
Chr18	25974528
Chr18	25982502
Chr18	25996716
Chr18	25996731
Chr18	26037609
Chr18	26037632
Chr18	26037810
Chr18	26040567
Chr18	26052062
Chr18	26052785
Chr18	26052913
Chr18	26056329
Chr18	26056330
Chr18	26068323
Chr18	26099964
Chr18	26111694
Chr18	26265481
Chr18	26305756
Chr18	26309392
Chr18	26309393
Chr18	26309452
Chr18	26347000
Chr18	26355373
Chr18	26358444
Chr18	26363601
Chr18	26363624
Chr18	26364692
Chr18	26366280
Chr18	26367800
Chr18	26369854
Chr18	26369856
Chr18	26370257
Chr18	26373658
Chr18	26374539
Chr18	26377232
Chr18	26377317
Chr18	26377703
Chr18	26378096
Chr18	26378715
Chr18	26378718
Chr18	26378719
Chr18	26380806
Chr18	26383686
Chr18	26385825
Chr18	26413462
Chr18	26413487
Chr18	26413560
Chr18	26414032
Chr18	26417381
Chr18	26417739
Chr18	26421925
Chr18	26422482
Chr18	26424390
Chr18	26427395
Chr18	26430797
Chr18	26431399
Chr18	26437447
Chr18	26564620
Chr18	26568461
Chr18	26578695
Chr18	26578771
Chr18	26579798
Chr18	26579822
Chr18	26640549
Chr18	26640559
Chr18	26652654
Chr18	26652958
Chr18	26940947
Chr18	26968737
Chr18	27361211
Chr18	27390392
Chr18	27395640
Chr18	27400290
Chr18	27408719
Chr18	27408722
Chr18	27419866
Chr18	27424002
Chr18	27425603
Chr18	27425899
Chr18	27425904
Chr18	27429126
Chr18	27429707
Chr18	27431115
Chr18	27431139
Chr18	27449892
Chr18	27603961
Chr18	27604504
Chr18	27615280
Chr18	27697406
Chr18	28066928
Chr18	28293785
Chr18	28325778
Chr18	28530927
Chr18	28777872
Chr18	28839628
Chr18	28841043
Chr18	29375747
Chr18	29398407
Chr18	29510184
Chr18	29512655
Chr18	29626183
Chr18	29632302
Chr18	29820215
Chr18	29826451
Chr18	29826453
Chr18	30366714
Chr18	30366758
Chr18	30367652
Chr18	30368548
Chr18	30368552
Chr18	30368786
Chr18	30368905
Chr18	30369016
Chr18	30378299
Chr18	30378379
Chr18	30378459
Chr18	30380065
Chr18	30380875
Chr18	30382571
Chr18	30389654
Chr18	30391282
Chr18	30392134
Chr18	30392475
Chr18	30393179
Chr18	30414003
Chr18	30419563
Chr18	30419795
Chr18	30447361
Chr18	30485771
Chr18	30486872
Chr18	30502842
Chr18	30502981
Chr18	30507604
Chr18	30509413
Chr18	30521528
Chr18	30523826
Chr18	30528115
Chr18	30528206
Chr18	30528214
Chr18	30529230
Chr18	30530390
Chr18	30530439
Chr18	30534328
Chr18	30538050
Chr18	30538265
Chr18	30538479
Chr18	30538647
Chr18	30540589
Chr18	30540610
Chr18	30541174
Chr18	30541612
Chr18	30543244
Chr18	30545834
Chr18	30546030
Chr18	30546183
Chr18	30546615
Chr18	30680383
Chr18	30687769
Chr18	30687972
Chr18	30689257
Chr18	30689278
Chr18	30691022
Chr18	30698225
Chr18	30699489
Chr18	30717435
Chr18	30717519
Chr18	30718259
Chr18	30720839
Chr18	30720841
Chr18	30721070
Chr18	30724977
Chr18	30744225
Chr18	30744270
Chr18	30744280
Chr18	30744282
Chr18	30746303
Chr18	30747674
Chr18	30866658
Chr18	30871376
Chr18	30871748
Chr18	30871751
Chr18	30871752
Chr18	30871753
Chr18	30871754
Chr18	30871941
